Name,Type
bianco di lessame,White
bianco di palmento,White
bianco di valdigna,White
butta palmento,White
iuvarello,White
verdurino,White
vuiono,White
biancolella,White
bianca,White
bianca tera,White
biancolella selvatica,White
biancolella veraca,White
biancolella verace,White
biancolillo,White
bianculella,White
bianculellu,White
ianculella,White
ianculillo,White
jancolella,White
janculella,White
janculillo,White
petite blance,White
petite blanche,White
biancu gentile,White
biancone di portoferraio,White
biancona,White
biancone,White
biancone blanc,White
corcesco,White
folle verte d'oleron,White
pagadebiti di porto s stefano,White
pagadebiti di porto san stefano,White
uva bianca,White
bical,White
borrado das moscas,White
arinto de alcobaça,White
barrado das moscas,White
bical de bairrada,White
borrado das moscas,White
pintado das moscas,White
pintado dos pardais,White
bigolona,White
bigolara,White
bigolona bianca,White
bigolona veronese,White
sampagna,White
smarzirola,White
blatterle,White
bianchetto de verzuolo,White
blaterle,White
blatterl,White
platterle,White
bratislavské biele,White
boais,White
bogdanuša,White
bogdanoucha,White
bogdanuša bijela,White
bogdanuša mala,White
bogdanuša vela,White
bogdanuša vela mladinka,White
bojadanuša,White
bojdanuša,White
mladeinka,White
vrbanjka,White
vrbanjska,White
bombino bianco,White
abondante,White
bambino,White
bambino peloso gentile,White
bammino,White
banjac,White
bilana,White
bobbino,White
bommino,White
bonvino,White
bonvino bianco,White
buon vino,White
buonvino bianco,White
butta palmento,White
butta pezzente,White
buttspezzante,White
calatammurro,White
calpolese,White
camblese,White
campanile,White
campolese,White
campolese camplese,White
campolese chiuso,White
campolese scinciaro,White
campolese sciniato,White
carapa,White
castella,White
cococciola,White
cola tamburo,White
colatammurro,White
debit,White
debit veliki,White
donnee,White
marese,White
ottenese,White
ottonese (in central italy,White
particularly the lazio region),White
pagadebiti,White
poulzhinatz,White
pulizanac,White
puljizanac,White
ribola,White
ripona,White
scacciadebiti,White
schiacciadebiti,White
straccia cambiale,White
strappa cambiale,White
tivolese bianco,White
trebbiano abruzzese,White
trebbiano bianco di chieti,White
trebbiano campolese,White
trebbiano d'abruzzo,White
trebbiano d'ora,White
trebbiano d'oro,White
trebbiano di abruzzo,White
trebbiano di avezzano,White
trebbiano di macerata,White
trebbiano di teramo,White
trebbiano dorato di teramo,White
trivolese,White
uva castellana,White
uva da un osso,White
uva fermana,White
uva romana,White
zapponara bianca,White
borba blanca,White
bosco,White
bosco bianco,White
bosco bianco del genovesato,White
madea,White
bourboulenc,White
berlou blanc,White
blanquette,White
blanquette du frontonnais,White
blanquette du gard,White
blanquette menue,White
bourbojlanc,White
bourboulenco,White
bourbouleng,White
bourboulenque,White
bourbounenco,White
burbulen,White
clairette dorée à paulhan,White
clairette à grains ronds,White
clairette blanche,White
clairette dorée,White
clairette grosse,White
clairette rousse,White
clairette rousse du var,White
doucillon,White
frappad,White
grosse clairette,White
malvoisie,White
malvoisie à la clape,White
mourterille,White
ondenc,White
picardan,White
roussaou,White
roussette,White
roussette du vaucluse,White
bouvier,White
bela ranina,White
bela ranka,White
boouvierovo grozno,White
bouvier blanc,White
bouvier précoce,White
bouvier trante weisse,White
bouvier traube weisse,White
bouvierov hrozen,White
bouvierova ranina,White
bouvierovo grozno,White
bouvierovo hrozno,White
bouvierovo ranina,White
bouvierrebe,White
bouviertraube,White
bouviertraube weisse,White
bouvieruv hrozen,White
bouvijejeva ranka,White
bouvijeorva ranina,White
bouvijerova ranka,White
bovije,White
buveleova ranka,White
buvie,White
buvierov hrozen,White
buvije,White
buvijeova ranina,White
buvijeova ranka,White
buvijeva ranka,White
buvileova ranka,White
chasselas bouvier,White
findling,White
kimmig kp 1,White
précoce de bouvier,White
précoce de bouvier bianco,White
précoce de bouvier blanc,White
précoce di bouvier bianco,White
radgonska ranina,White
radgonska ranina bijela,White
ragdonska ranina bela,White
ranina,White
ranina bela,White
ranka,White
sasla buvije,White
breidecker,White
cd 4984,White
geisenheim 4984,White
gm 49-84,White
brustiano bianco,White
bruschiami,White
bruschianu,White
bruschjami,White
bruschjanu,White
brustiano,White
brustianu,White
calitrano,White
calitranu,White
colitrano,White
licronaxu bianco,White
bual,White
boal,White
budai zöld,White
bukettraube,White
bocksbeutel,White
bouquet blanc,White
bouquet traube,White
bouquettraube,White
boxer,White
buket,White
bukettrebe,White
bukettriesling,White
sylvaner musqué,White
würzburger,White
burger,White
monbadon,White
aouba,White
auba,White
berger,White
blanc de cadillac,White
burger,White
cadillac,White
caoba,White
castillone à montendre,White
frontignan,White
frontignan des charentes,White
grand blanc,White
gros montils,White
meslier d'orleans,White
monbadon,White
ugni de montpellier,White
caíño blanco,White
alvarinhão,White
cainho,White
cainho branco,White
cainho de moreira,White
caino blanco,White
caíño branco (in galicia,White
portugal),White
caino branco,White
caino de moreira,White
camaralet,White
camaralet blanc,White
camaralet à fleurs femelles,White
camaralet de lasseube,White
camarau,White
camaraou blanc,White
gentil aromatique,White
moustardet,White
petit camarau,White
canari blanc,White
bellecital,White
caillaba,White
cailleba,White
caprettone,White
carica l'asino,White
carignan blanc,White
feher carignan,White
karinjan,White
cascarolo bianco,White
cascarala,White
cascarecul,White
cascarelbo,White
cascarolo,White
catarratto,White
castellaro,White
cataratto bertolaro,White
catarratto bianco comune,White
catarratto bianco extra lucido,White
cataratto bianco latino,White
catarratto bianco lucido,White
catarratto bianco lustro,White
cataratto bianco nostrale,White
cataratto carteddaro,White
catarratto bertolare,White
catarratto bertolaro,White
catarratto bianco latino,White
catarratto bianco nostrale catarratto carteddaro,White
cattaratto commune,White
catarrato lucido,White
cayetana,White
calagraño,White
jaén blanca,White
garrido,White
amor blanco,White
aujubi,White
avesso du minho,White
baladi,White
baladi-verdejo,White
belledy,White
blanca cayetana,White
blanco jaen,White
cagazal,White
calagrano,White
calagrano blanc,White
calegrano,White
cayetana blanca,White
cazagal,White
charello,White
charelo,White
chaselo,White
cheres,White
cirial,White
clagrano,White
dedo,White
dedro,White
djiniani,White
doradillo,White
farta gosos,White
fartagosos,White
garillo,White
garrida,White
garrido,White
garriga,White
garrilla,White
hoja vuelta,White
jaén blanco,White
jaén doradillo,White
jaén empinadillo,White
jaén prieto blanco,White
jaenes,White
jaina,White
jarime,White
jean de castilla,White
jean de letur,White
jean de letur de maratella,White
jean doradillo,White
jean dore,White
jean prieto,White
machuenco,White
maizancho,White
mariouti,White
mourisco arsello,White
mourisco portalegre,White
naves,White
naves cazagal,White
neruca,White
padero,White
parda,White
pardilla,White
pardina,White
pirulet,White
plateadillo,White
plateado,White
robal,White
tierra de barros,White
verdeja,White
virules,White
xarello,White
cereza,White
ceresa,White
ceresina,White
cereza italiana,White
cerise,White
chereza,White
chardonnay,White
arboisier,White
arnaison blanc,White
arnoison,White
aubain,White
aubaine,White
auvergnat blanc,White
auvernas,White
auvernas blanc,White
auvernat blanc,White
auxeras,White
auxerras blanc,White
auxerrois blanc,White
auxois,White
auxois blanc,White
bargeois blanc,White
beaunois,White
biela klevanjika,White
blanc de champagne,White
blanc de cramant,White
breisgauer suessling,White
breisgauer sussling,White
burgundi feher,White
chablis,White
chardenai,White
chardenay,White
chardenet,White
chardennet,White
chardonay,White
chardonnet,White
chatenait,White
chatey petit,White
chatte,White
chaudenay,White
chaudenet,White
chaudent,White
clävner,White
clevner weiss,White
cravner,White
epinette,White
epinette blanc,White
epinette blanche,White
epinette de champagne,White
ericey blanc,White
feher chardonnay,White
feherburgundi,White
feinburgunder,White
gamay blanc,White
gelber weissburgunder,White
gentil blanc,White
grosse bourgogne,White
klawner,White
klevanjka biela,White
klevner,White
lisant,White
luisant,White
luizannais,White
luizant,White
luzannois,White
maconnais,White
maurillon blanc,White
melon blanc,White
melon d'arbois,White
meroué,White
moreau blanc,White
morillon blanc,White
moulon,White
noirien blanc,White
obaideh,White
petit chatey,White
petit sainte-marie,White
petite sainte marie,White
pineau blanc,White
pino sardone,White
pino shardone,White
pinot blanc à cramant,White
pinot blanc chardonnay,White
pinot chardonnay,White
pinot de bourgogne,White
pinot giallo,White
pinot planc,White
plant de tonnerre,White
romere,White
romeret,White
rouci bile,White
rousseau,White
roussot,White
ruländer weiß,White
sainte marie petite,White
sardone,White
shardone,White
shardonne,White
später weiß burgunder,White
weiß burgunder,White
weiß clevner,White
weiß edler,White
weiß elder,White
weiß klewner,White
weiß silber,White
weißedler,White
weißer clevner,White
weißer rulander,White
chasan,White
em 1527-78,White
chasselas,White
fendant,White
gutedel,White
weisser gutedel,White
abelione,White
abelone,White
albilloidea,White
alsacia blanca,White
amber chasselas,White
amber muscadine,White
bar sur aube,White
bela glera,White
bela zlahtnina,White
berezka prostaya,White
berioska casla,White
beyaz gutedel,White
biela plemenika praskava,White
biela plemincka chrapka,White
biela plemincka pruskawa,White
blanchette,White
blanquette,White
bon blanc,White
bordo,White
bournet,White
bournot,White
chablais,White
charapka,White
chasselas,White
chasselas angevin,White
chasselas bianco,White
chasselas blanc royal,White
chasselas blanchette,White
chasselas crognant,White
chasselas croquant,White
chasselas de bar-sur-aube,White
chasselas de bordeaux,White
chasselas de florence,White
chasselas de fontainebleau,White
chasselas de jalabert,White
chasselas de la contrie,White
chasselas de la naby,White
chasselas de moissac,White
chasselas de montauban,White
chasselas de mornain,White
chasselas de pondichéry,White
chasselas de pontchartrain,White
chasselas de pouilly,White
chasselas de quercy,White
chasselas de rappelo,White
chasselas de tenerife,White
chasselas de teneriffe,White
chasselas de thomeri,White
chasselas de toulaud,White
chasselas de vaud,White
chasselas di fountanbleau,White
chasselas di thomery,White
chasselas dorada,White
chasselas dorato,White
chasselas dore,White
chasselas dore hatif,White
chasselas dore salomon,White
chasselas du doubs,White
chasselas du portugal,White
chasselas du roi,White
chasselas du serail,White
chasselas du thor,White
chasselas dugommier,White
chasselas dur,White
chasselas fendant,White
chasselas hatif de tenerife,White
chasselas haute selection,White
chasselas jalabert,White
chasselas jaune cire,White
chasselas piros,White
chasselas plant droit,White
chasselas queen victoria,White
chasselas reine victoria,White
chasselas salsa,White
chasselas tokay angevine,White
chasselas vert de la cote,White
chasselas white,White
chasselat,White
chrupka,White
chrupka biela,White
chrupka bila,White
common muscadine,White
danka belaya,White
dinka belaya,White
dinka blanche,White
dobrorozne,White
doppelte spanische,White
dorin,White
doucet,White
eau douce blanche,White
edelschoen,White
edelwein,White
edelweiss,White
edelxeiss,White
elsaesser,White
elsasser weiss,White
fabian,White
fabiantraube,White
fábiánszőlő,White
fehér chasselas,White
fehér fábiánszőlő,White
fehér gyöngyszőlő,White
fehér ropogós,White
fendant,White
fendant blanc,White
fendant roux,White
fendant vert,White
florenci jouana,White
fondan belyi,White
franceset,White
franceseta,White
frauentraube,White
gamet,White
gelber gutedel,White
gemeiner gutedel,White
gentil blanc,White
gentil vert,White
golden bordeaux,White
golden chasselas,White
grossblaettrige spanische,White
grosse spanische,White
grosser spaniger,White
gruener gutedel,White
gutedel,White
gutedel weiss,White
gutedel weisser,White
gyöngyszőlő,White
junker,White
koenigs gutedel,White
kracher,White
krachgutedel,White
krachmost,White
lardot,White
lourdot,White
maisa,White
marzemina bianca,White
marzemina niduca,White
morlenche,White
mornan blanc,White
mornen,White
mornen blanc,White
most,White
most rebe,White
moster,White
pariser gutedel,White
perlan,White
pinzutella,White
plamenka belyi,White
plant de toulard,White
plant de toulaud,White
plemenika praskava,White
plemenka,White
plemenka bela,White
plemenka rana,White
pleminka biela,White
praskava,White
pruscava biela,White
queen victoria,White
queen victoria white,White
raisin d'officier,White
ranka,White
rebe herrn fuchses,White
reben herm fuchs,White
reben herrn,White
rheinrebe,White
rosmarinentraube,White
rosmarintraube,White
royal muscadine,White
sasla,White
sasla bela,White
schoenedel,White
shasla belaya,White
shasla dore,White
shasla lechebnaya,White
shasla viktoria,White
silberling,White
silberweiss,White
silberweissling,White
silberwissling,White
strapak,White
suessling,White
suesstraube,White
sweetwater,White
sweetwater white,White
temprano,White
temprano blanco,White
terravin,White
tribi vognoble,White
tribiano tedesco,White
ugne,White
uslechtile bile,White
valais blanc,White
viala,White
viviser,White
waelsche,White
waelscher,White
weisser gutedel,White
weisser krachgutedel,White
white chasselas,White
white muscadine,White
white sweetwater,White
white van der laan,White
zlahtina,White
zlahtnina,White
zlahtnina bijela,White
zlatina,White
zupljanka,White
chenel,White
chenin blanc,White
pineau de la loire,White
steen,White
agudelo,White
agudillo,White
anjou,White
blanc d'aunis,White
blanc d’anjou,White
capbreton blanc (landes,White
france),White
confort,White
coue fort,White
cruchinet,White
cugnette,White
feher chenin,White
franc blanc (aveyron,White
france),White
franche,White
gamet blanc (aveyron,White
france),White
gros chenin (in maine-et-loire,White
indre-et-loire),White
gros pineau,White
gros pinot blanc de la loire,White
gout fort,White
luarskoe,White
pineau d'anjou,White
pineau de briollay,White
pineau de la loire,White
pineau de savennières,White
pineau gros,White
pineau gros de vouvray,White
pineau nantais,White
plant d’anjou,White
plant de brézé,White
plant de salces,White
plant de salles,White
plant du clair de lune,White
quefort,White
rajoulin,White
ronchalin,White
rouchelein,White
rouchelin (in gironde,White
périgord),White
rouchalin,White
rougelin,White
steen,White
stein,White
tête de crabe,White
vaalblaar stein,White
verdurant,White
clairette,White
ag cleret,White
ag kleret,White
blanc laffite,White
blanket,White
blanquette,White
blanquette de limoux,White
blanquette du midi,White
blanquette velue,White
bon afrara,White
bou afrara,White
branquete,White
cibade,White
clairette,White
clairette d'aspiran,White
clairette de limoux,White
clairette de trans,White
clairette pointue,White
clairette pounchoudo,White
clairette verte,White
clarette,White
clerette,White
colle musquette,White
cotticour,White
feher clairette,White
feher kleret,White
gaillard blanc,White
granolata,White
klaretto bianko,White
kleret,White
kleret belyi,White
kleret de limu,White
muscade,White
osianka,White
ousianka,White
ovsyaika,White
ovsyanka,White
petit blanc,White
petit kleret,White
petite clairette,White
poupe de gate,White
pti blan d'obena,White
seidentraube,White
shalos zolotistyi,White
uva gijona,White
vivsianka,White
vivsyanca,White
vivsyanka,White
claret de gers,White
claret de gascogne,White
claverie,White
bouguieu,White
chalosse blanche,White
chaloussenc,White
clabarien,White
clabérieu,White
clabéria,White
claverie blanc,White
claverie vert,White
cococciola,White
cacciola,White
cacciuolo,White
cociumella,White
cocur,White
coda di pecora,White
coda di volpe,White
coda di volpe,White
guarnaccia bianca,White
alopecis,White
cianca rossa,White
coada vulpi,White
coda di pecora,White
coda di volpe bianca,White
coda di volpe de maddaloni,White
coda di vulpe durante,White
crapettone,White
durante,White
falerno,White
guarnaccia bianca,White
lisica opasca bjelaja,White
lisitcha opachka biala,White
pallagrello,White
pallegrello bianco,White
colombard,White
bardero,White
blanc emery,White
blanquette,White
bon blanc,White
koejawel bom,White
chabrier vert,White
charbrier vert,White
colombar,White
colombeau,White
colombie,White
colombier,White
coulombier,White
cubzadais,White
donne rousse,White
donne verte,White
french colombard,White
gros blanc doux,White
gros blanc roux,White
guenille,White
kolombar,White
martin cot,White
pied tendre,White
quene tendre,White
quene vert,White
queue tendre,White
queue verte,White
west's white prolific,White
completer,White
lafnaetscha,White
lafnetscha,White
lafnetsela,White
lindauer,White
malans,White
malanstraube,White
malanstraube weisse,White
räuschling edelweiss,White
zürichersee,White
zürichseer,White
zürirebe,White
zürichersee,White
cortese,White
bianca fernanda,White
corteis,White
cortese bianca,White
cortese bianco,White
cortese d'asti,White
cortese dell'astigliano,White
courteis,White
cortesi,White
courteisa,White
fernanda bianca,White
raverusto,White
crato,White
crato bianco,White
courbu,White
xuri zerratua,White
bordelesa zuri,White
bordeleza zuria,White
chacoli zuria,White
cougnet,White
courbeau,White
courbi blanc,White
courbies,White
courbis,White
courbu,White
courbu gros,White
courbut,White
courbut blanc,White
courtoisie,White
ondaria zuria,White
vieux pacherenc,White
criolla grande,White
criolla grande sanjuanina,White
criolla san juanino,White
criolla sanjuanina,White
italia,White
sanjuanina rosada,White
uva tierna,White
crouchen,White
clare riesling,White
cape riesling,White
basque,White
cape riesling,White
cheri cerratia,White
clare riesling,White
cougnet,White
crochenta,White
crouchen blanc,White
cruchen,White
cruchen blanc,White
cruchenta,White
cruchenton blanc,White
grand blanc,White
kaapse riesling,White
messanges blanc,White
navarre blanc,White
paarl riesling,White
riesling,White
riesling vert,White
s a riesling,White
sable blanc,White
sales blanc,White
trouchet blanc,White
zurizerratia,White
pearl of csaba,White
csaba gyöngye,White
csabagyöngye,White
perla czabanska,White
perla di csaba,White
perle di csaba,White
perle von csaba,White
жэмчуг сабa,White
zhemchug csaba,White
венгерский мускатный ранний,White
vengerskiy muskatnyy ranniy,White
cserszegi fűszeres,White
cygne blanc,White
dattier,White
debina,White
dempina,White
ntempina,White
zitsa,White
debit,White
diagalves,White
dimiat,White
ahorntraube,White
beglerdia,White
beglezsia,White
bekaszaju,White
bekaszölö,White
belezsi,White
belina,White
belina krupna,White
belogollandskii,White
belogollanskii,White
bemena,White
bois jaune,White
damiat,White
damjat,White
damjat bial,White
debela lipovina,White
dertonia,White
dertonija,White
dertonilia,White
dimiate,White
dimjat,White
drobna lipovscina,White
dymiat,White
fehér szemendriai,White
galan,White
koplik,White
krupna belina,White
laschka,White
laska belina,White
mana kuki,White
misket de silven,White
misket slivenski,White
nagyvögü,White
pamid,White
pamit,White
parmac,White
plovdina,White
plovdina esküska,White
plovdina eskulska,White
saricibuk,White
plovdiska,White
podbelec,White
podbeuz,White
radoviska plovdina,White
roscara,White
rosiora,White
saratchobok,White
saridzibuk,White
semendra,White
semendria,White
semendru,White
senederevka,White
smederevka,White
smederevka bianca,White
smederevka bijela,White
smederevka white,White
szemendriai féher,White
szemendriai zöld,White
szemendrianer,White
tök szöllö,White
töksölö,White
tökszölö,White
töröklugas,White
wippacher,White
wippacher ahornblättrig,White
yapalaki,White
zarja,White
zmedervka,White
zoumiatico,White
zoumiatis,White
zumjat,White
zumjatiko,White
zumyat,White
dinka,White
bakar,White
chtein chiler,White
crvena dinka,White
crvena ruzica,White
dinka crvena,White
dinka mala,White
dinka rouge,White
fleichstraube,White
fleischtraube,White
hajnalpiros,White
kamena dinka,White
kamenoruziak cerveny,White
kamenoruzijak cerveni,White
kevidinka,White
kövidinka,White
kövidinka rose,White
kövidinka rosovaia,White
kövis dinka,White
kovidinka,White
kovidinka rose,White
kovidinka rozovaya,White
kubinyi,White
mala dinka,White
pankota,White
pirca voeroes,White
piros koevidinka,White
raisin de rose,White
rosentraube,White
roujitsa,White
rusica,White
ruzhitsa,White
ruzica,White
ruzica crvena,White
ruzike cervena,White
ruzsica,White
ruzsitza,White
schiller,White
shtein shiller,White
sremska ruzica,White
steinschiller,White
steinschiller rother,White
steinschiller roz,White
vörös dinka,White
vorosz dinka,White
werschätzer,White
werschatzer,White
doña blanca,White
alvaro de soire,White
alvaro de sousa,White
boal,White
boal cachudo,White
colhao de gallo,White
dame blanche,White
doña branca,White
graciolo,White
graciosa,White
graziolo,White
malvasia branca,White
malvasia grosso,White
moza fresca,White
santo estevao,White
valenciana,White
voal cachudo,White
voal esparrapado,White
donzelinho branco,White
donzellinho branco,White
donzelyhno,White
terrantes,White
terrantez,White
doradilla,White
doradillo,White
drupeggio,White
bottaio bianco,White
cacinello,White
cacciumo,White
canaiolo bianco,White
canajola,White
canina,White
drupeccio,White
lupeccio,White
trupeccio,White
uva dei cani,White
volpicchio,White
durella,White
cagnina,White
duracino,White
durella bianca,White
durello,White
durelo,White
durola bianca,White
rabbiosa,White
rabiosa,White
rabiosa di asolo,White
raboso piava,White
ehrenfelser,White
elbling,White
albana,White
albe,White
alben,White
albig,White
albuelin,White
albuelis,White
allemand,White
allemand blanc,White
alsacien,White
alva,White
argentin,White
biela zrebnina,White
bielovacka,White
bielovcka,White
blesec,White
blesez,White
bourgeois,White
burgauer,White
burgeger,White
burgegger,White
burger,White
burger elbling,White
burgundertraube gruen,White
burgyre,White
dickelbling,White
elbai feher,White
elbe,White
elbele,White
elben,White
elben feher,White
elber,White
elbling weiss,White
elbinger,White
elmene,White
facum,White
facun,White
facun blanc,White
farantbily,White
faucun,White
frankenthal blanc,White
gemeine traube,White
geschlachter burger,White
gonais blanc,White
gouais blanc,White
grobburger,White
grobe,White
grobriesling,White
gros blanc,White
grossriesler,White
grossriesling,White
hartalbe,White
haussard,White
herblink,White
heunisch gruen,White
isodora brachybus,White
klaemmer,White
kleinbeer,White
kleinbeere,White
kleinberger,White
klember,White
klemmer,White
klemplich,White
kratkopeccelj,White
kristaller,White
kristeller,White
kurzstingel,White
kurzstingl,White
kurzstingler,White
le gros,White
luttenbershna,White
marmont vert,White
marmot,White
mehlweisse,White
morawka,White
mouillet,White
naesslinger,White
nuernberger zaeh,White
nuesslinger,White
pecek,White
pezhech,White
pezhek,White
plant commun,White
plant madame,White
raifrench,White
rauhelbene,White
reinfransch,White
rheinalben,White
rheinelbe,White
seretonina,White
silberweiss,White
silvaner weiss,White
spizelbe,White
srebonina,White
suessgrober,White
suessgrobes,White
sussgrober,White
tarant bily,White
tarant de boheme,White
verdin blanc,White
vert blanc,White
vert doux,White
weissalbe,White
weisselben,White
weisselbling,White
weisser dickelbling,White
weisser elbling,White
weisser sylvaner,White
welsche,White
welschel,White
emerald riesling,White
california 1139 e 29,White
emerald rizling,White
riesling izumrudnii,White
emir karasi,White
encruzado,White
salgueirinho,White
erbaluce,White
alba lucenti,White
albaluce,White
albe lucenti,White
ambra,White
bianc rousti,White
bianchera,White
bianco rusti,White
erba luce,White
erbaluce bianca,White
erbalucente,White
erbalucente bianca,White
erbalus,White
erbcalon,White
greco novarese,White
repcalon,White
trebbiano gentile,White
trebbiano perugino,White
trebbiano verde dell'umbria,White
uva rustia,White
uva rustica,White
vernazza di gattinara,White
esquitxagos,White
escanyavella,White
ezerjó,White
biella,White
budai feher,White
budicsin,White
budicsina,White
cirfondli,White
ezer jo,White
feher bakator,White
feher budai,White
feher sajgo,White
feher szagos,White
frank,White
kerekes,White
kolmreifer,White
kolmreifler,White
konreifler,White
korpavai,White
korponai,White
korponoi,White
matyok,White
predobre,White
refosco,White
refosco weiss,White
romandi,White
satoki,White
scheinkern,White
scheinkernweiss,White
shaikern,White
staloci,White
szadocsina,White
szadoki,White
szatoki,White
szatoky,White
tausendfachgute,White
tausendgerte,White
tausendgut,White
tausendgute,White
trummertraube,White
faber,White
faberrebe,White
falanghina,White
biancazita,White
biancozita,White
biancuzita,White
falanchina,White
falanchina bianca,White
falanghina verace,White
falenghina,White
falernina,White
falerno veronese,White
fallanchina,White
fallanghina,White
folanghina,White
montecalvo,White
montellese,White
uva falerna,White
false pedro,White
pedro luis,White
cañocazo,White
farana,White
favorita,White
fernao pires,White
fernão pires,White
camarate,White
fernam pires,White
fernan piriz,White
fernão pirão,White
fernao pires,White
fernão pires do beco,White
gaeiro,White
gaieiro,White
maria gomes,White
molinha,White
ferral,White
fetească albă,White
fetiaska,White
leànyka,White
baratik,White
bulgarien feteasca,White
devcenco hrozno,White
devicii belii,White
dievcenske hrozno,White
dievcie hrozno,White
divci hrozen,White
fehér leányka,White
feniaska belaii,White
fetiasca alba,White
fetiasca belii,White
fetiaska alba,White
fetisoara,White
fetjaska belaja,White
fetyaska,White
fetyaska belaya,White
fetyaska koroleva,White
fetysare,White
janyszölde,White
jányszőlő,White
kanigl weiss,White
lányszőlő,White
leanicazea,White
leanika,White
leánka,White
leány szőlő,White
leányka,White
leanyszölde,White
leányszőlő,White
lyan szölö,White
mädchentraube,White
medhentraube,White
paparyaska,White
parsaryaska,White
pasareasca alba,White
pasarjaska,White
peseryaska,White
poama fetei,White
poama fetei alba,White
poama pasareasca,White
roszas leányka,White
rumänien feteasca,White
udssr fetjaska,White
ungarn leanyka,White
varatik,White
fetească regală,White
danasana,White
danesana,White
danosi,White
danosi leányka,White
dunesdorfer königsast,White
dunesdörfer königsast,White
dunnesdiorfer,White
erdei sárga,White
feteasca corolevscaia,White
feteasca de danes,White
feteasca korolevskaia,White
feteasca muscatnaia,White
feteasca muskatnaia,White
feteasca regola,White
galbena de ardeal,White
galbena di ardeal,White
kenigrast,White
kiraileanka,White
királyleányka,White
königliche mädchentraube,White
königsast,White
königstochter,White
konigsast,White
kralovska leanka,White
pesecka leanka,White
fiano,White
apiana,White
apiano,White
fiana,White
fiano di avellino,White
fiore mendillo,White
foiano,White
latina bianca,White
latina bianca di barletta,White
latino,White
latino bianco,White
minutola,White
minutolo,White
santa sofia,White
fié,White
fiét,White
fié gris,White
findling,White
flora,White
fologosão,White
folle blanche,White
gros plant,White
piquepoult,White
amounedat,White
bordelais,White
bouillon,White
burageat,White
came braque,White
camobraque,White
canut,White
canut du lot et garonne,White
chalosse blanche (in the gers,White
landes region),White
chalot,White
dame blanc,White
dame blanche,White
damery,White
engreat blanc,White
enrachat,White
enragé,White
enrageade,White
enrageat,White
enrageat blanc,White
feher folle,White
fol,White
fol belyi,White
folle,White
folle de bordeaux,White
fou,White
fütterer,White
grais,White
grais bouillon,White
gros meslier,White
gros plant (in the pay nantais,White
vendée),White
grosse blanquette,White
grosse chalosse,White
matza zuri,White
mendic,White
mendik,White
mondic,White
mune mahatsa,White
petit verjus,White
pic pouille blanc,White
picpouille,White
picpoul,White
picpoule,White
picpoult d’armagnac,White
picpout,White
picquepouille,White
piquepoul,White
piquepoul du gers,White
piquepoult,White
piquepout,White
plant de dame,White
plant de madame,White
plant de madone,White
pochelle blanche,White
rebauche,White
rochelle blanc,White
rochelle blanche,White
rochelle verte,White
roumain,White
taloche du lot,White
talosse,White
ugne blanche,White
forastera,White
ferestiera,White
forastera blanca,White
forastiera,White
forestera,White
forestiera,White
forestiero,White
frastera,White
furastera,White
furastiera,White
uva dell'isola,White
forastera,White
francavida,White
francusa,White
freisamer,White
freiburger,White
freiburg 25-1 or fr 25-1,White
the synonym freiburger,White
fromenteau,White
furmint,White
mosler,White
sipon,White
allgemeiner,White
alte sestrebe,White
arany furmint,White
beregi furmint,White
bieli moslavac,White
biharboros,White
bihari boros,White
budai goher,White
cimigera,White
csapfner,White
csillagviraga furmint,White
damzemy,White
demjen,White
domjen,White
edelweisser tokayer,White
edler weisser furmint,White
féher furmint,White
formint,White
formont,White
fourminte,White
furmint bianco,White
furmint de minis,White
furmint féher,White
furmint szagos,White
furmint valtozo,White
gelber moster,White
gemeiner,White
görgeny,White
görin,White
goher féher,White
gorin,White
grasă de cotnari,White
holyagos furmint,White
jardanszki furmint,White
keknyelü,White
keresztesevelu furmint,White
kiraly furmint,White
krhkopetec,White
lazafürtű furmint,White
ligetes furmint,White
luttenberger,White
madarkas furmint,White
mainak,White
maljak,White
malmsey,White
malnik,White
malvasia verde,White
malvoisie verte,White
malzak,White
mehlweiss,White
moscavac bijeli,White
moslavac,White
moslavac bijeli,White
moslavac zuti,White
moslavina,White
mosler,White
mosler gelb,White
mosler gelber,White
moslertraube,White
moslovac,White
moslovez,White
nemes furmint,White
poam grasa,White
poma grasa,White
poshipon,White
pošip,White
pošipbijeli,White
pošipveliki,White
pošip vrgonski,White
posipel,White
posipon,White
pospisel,White
rongyos furmint,White
salver,White
sari furmint,White
sauvignon vert,White
schimiger,White
schmiger,White
seestock,White
seeweinrebe,White
shipo,White
shipon,White
shiponski,White
sipelj,White
šipon (in slovenia,White
northern croatia),White
som,White
som shipo,White
somszölö,White
szala,White
szalai,White
szalai janos,White
szalay göreny,White
szegszolo,White
szegzölö,White
szigethy szöllö,White
szigeti,White
toca,White
toca tokai,White
tokai krupnyi,White
tokaiskii,White
tokaisky,White
tokaijer,White
tokay,White
tokayer,White
ungarische,White
weisslabler,White
weisslauber,White
zapfete,White
zapfner,White
zopfner,White
zilavka,White
galego dourado,White
garganega,White
grecanico,White
grecanio,White
d'oro,White
decanico,White
dorana di venetia,White
garganega comune,White
garganega di gambellara,White
garganega gentile,White
garganega grossa,White
garganega piramidale,White
garganega veronese,White
gracanico dorato,White
grecani,White
grecanico,White
grecanico bianco,White
grecanico dorato,White
grecanicu biancu,White
grecanio,White
greccanico,White
